,Image file,Pet,Class id,Species id,Breed id
0,saint_bernard_188_am.jpg,Dog: saint bernard,29,2,19
1,chihuahua_75.jpg,Dog: chihuahua,11,2,6
2,chihuahua_75_am.jpg,Dog: chihuahua,11,2,6
3,american_bulldog_60.jpg,Dog: american bulldog,2,2,1
4,american_bulldog_60_am.jpg,Dog: american bulldog,2,2,1
5,Siamese_9.jpg,Cat: siamese,33,1,11
6,Siamese_9_am.jpg,Cat: siamese,33,1,11
7,saint_bernard_122_am.jpg,Dog: saint bernard,29,2,19
8,Bombay_95.jpg,Cat: bombay,8,1,4
9,Bombay_95_am.jpg,Cat: bombay,8,1,4
10,Bengal_167.jpg,Cat: bengal,6,1,2
11,Bengal_167_am.jpg,Cat: bengal,6,1,2
12,Birman_95.jpg,Cat: birman,7,1,3
13,Birman_95_am.jpg,Cat: birman,7,1,3
14,havanese_147_am.jpg,Dog: havanese,17,2,11
15,beagle_83_am.jpg,Dog: beagle,5,2,4
16,english_cocker_spaniel_198.jpg,Dog: english cocker spaniel,13,2,7
17,Siamese_250.jpg,Cat: siamese,33,1,11
18,Siamese_250_am.jpg,Cat: siamese,33,1,11
19,Bombay_3.jpg,Cat: bombay,8,1,4
20,Bombay_3_am.jpg,Cat: bombay,8,1,4
21,boxer_52.jpg,Dog: boxer,9,2,5
22,boxer_52_am.jpg,Dog: boxer,9,2,5
23,miniature_pinscher_16_am.jpg,Dog: miniature pinscher,22,2,15
24,japanese_chin_175.jpg,Dog: japanese chin,18,2,12
25,pug_171.jpg,Dog: pug,26,2,18
26,pug_171_am.jpg,Dog: pug,26,2,18
27,samoyed_174_am.jpg,Dog: samoyed,30,2,20
28,havanese_11.jpg,Dog: havanese,17,2,11
29,havanese_11_am.jpg,Dog: havanese,17,2,11
30,german_shorthaired_15_am.jpg,Dog: german shorthaired,15,2,9
31,pomeranian_188.jpg,Dog: pomeranian,25,2,17
32,pomeranian_188_am.jpg,Dog: pomeranian,25,2,17
33,great_pyrenees_144.jpg,Dog: great pyrenees,16,2,10
34,great_pyrenees_144_am.jpg,Dog: great pyrenees,16,2,10
35,Maine_Coon_151.jpg,Cat: maine coon,21,1,7
36,Maine_Coon_151_am.jpg,Cat: maine coon,21,1,7
37,yorkshire_terrier_4.jpg,Dog: yorkshire terrier,37,2,25
38,yorkshire_terrier_4_am.jpg,Dog: yorkshire terrier,37,2,25
39,keeshond_81.jpg,Dog: keeshond,19,2,13
40,keeshond_81_am.jpg,Dog: keeshond,19,2,13
41,scottish_terrier_68_am.jpg,Dog: scottish terrier,31,2,21
42,beagle_46_am.jpg,Dog: beagle,5,2,4
43,english_cocker_spaniel_131_am.jpg,Dog: english cocker spaniel,13,2,7
44,British_Shorthair_103.jpg,Cat: british shorthair,10,1,5
45,British_Shorthair_103_am.jpg,Cat: british shorthair,10,1,5
46,english_cocker_spaniel_165_am.jpg,Dog: english cocker spaniel,13,2,7
47,Sphynx_211_am.jpg,Cat: sphynx,34,1,12
48,pug_36.jpg,Dog: pug,26,2,18
49,pug_36_am.jpg,Dog: pug,26,2,18
