Image file,Pet,Class id,Species id,Breed id
saint_bernard_188.jpg,Dog: saint bernard,29,2,19
saint_bernard_188_am.jpg,Dog: saint bernard,29,2,19
saint_bernard_188_ca.jpg,Dog: saint bernard,29,2,19
Ragdoll_164.jpg,Cat: ragdoll,27,1,9
Ragdoll_164_am.jpg,Cat: ragdoll,27,1,9
Ragdoll_164_ca.jpg,Cat: ragdoll,27,1,9
american_bulldog_60.jpg,Dog: american bulldog,2,2,1
american_bulldog_60_am.jpg,Dog: american bulldog,2,2,1
american_bulldog_60_ca.jpg,Dog: american bulldog,2,2,1
Siamese_9.jpg,Cat: siamese,33,1,11
Siamese_9_am.jpg,Cat: siamese,33,1,11
Siamese_9_ca.jpg,Cat: siamese,33,1,11
Bombay_95.jpg,Cat: bombay,8,1,4
Bombay_95_am.jpg,Cat: bombay,8,1,4
Bombay_95_ca.jpg,Cat: bombay,8,1,4
Bengal_167.jpg,Cat: bengal,6,1,2
Bengal_167_am.jpg,Cat: bengal,6,1,2
Bengal_167_ca.jpg,Cat: bengal,6,1,2
Birman_95.jpg,Cat: birman,7,1,3
Birman_95_am.jpg,Cat: birman,7,1,3
Birman_95_ca.jpg,Cat: birman,7,1,3
havanese_147.jpg,Dog: havanese,17,2,11
havanese_147_am.jpg,Dog: havanese,17,2,11
havanese_147_ca.jpg,Dog: havanese,17,2,11
boxer_166.jpg,Dog: boxer,9,2,5
boxer_166_am.jpg,Dog: boxer,9,2,5
boxer_166_ca.jpg,Dog: boxer,9,2,5
english_cocker_spaniel_198.jpg,Dog: english cocker spaniel,13,2,7
english_cocker_spaniel_198_am.jpg,Dog: english cocker spaniel,13,2,7
english_cocker_spaniel_198_ca.jpg,Dog: english cocker spaniel,13,2,7
Ragdoll_250.jpg,Cat: ragdoll,27,1,9
Ragdoll_250_am.jpg,Cat: ragdoll,27,1,9
Ragdoll_250_ca.jpg,Cat: ragdoll,27,1,9
Siamese_250.jpg,Cat: siamese,33,1,11
Siamese_250_am.jpg,Cat: siamese,33,1,11
Siamese_250_ca.jpg,Cat: siamese,33,1,11
wheaten_terrier_69.jpg,Dog: wheaten terrier,36,2,24
wheaten_terrier_69_am.jpg,Dog: wheaten terrier,36,2,24
wheaten_terrier_69_ca.jpg,Dog: wheaten terrier,36,2,24
boxer_52.jpg,Dog: boxer,9,2,5
boxer_52_am.jpg,Dog: boxer,9,2,5
boxer_52_ca.jpg,Dog: boxer,9,2,5
miniature_pinscher_16.jpg,Dog: miniature pinscher,22,2,15
miniature_pinscher_16_am.jpg,Dog: miniature pinscher,22,2,15
miniature_pinscher_16_ca.jpg,Dog: miniature pinscher,22,2,15
japanese_chin_175.jpg,Dog: japanese chin,18,2,12
japanese_chin_175_am.jpg,Dog: japanese chin,18,2,12
japanese_chin_175_ca.jpg,Dog: japanese chin,18,2,12
shiba_inu_203.jpg,Dog: shiba inu,32,2,22
shiba_inu_203_am.jpg,Dog: shiba inu,32,2,22
shiba_inu_203_ca.jpg,Dog: shiba inu,32,2,22
pug_171.jpg,Dog: pug,26,2,18
pug_171_am.jpg,Dog: pug,26,2,18
pug_171_ca.jpg,Dog: pug,26,2,18
samoyed_177.jpg,Dog: samoyed,30,2,20
samoyed_177_am.jpg,Dog: samoyed,30,2,20
samoyed_177_ca.jpg,Dog: samoyed,30,2,20
Maine_Coon_23.jpg,Cat: maine coon,21,1,7
Maine_Coon_23_am.jpg,Cat: maine coon,21,1,7
Maine_Coon_23_ca.jpg,Cat: maine coon,21,1,7
beagle_114.jpg,Dog: beagle,5,2,4
beagle_114_am.jpg,Dog: beagle,5,2,4
beagle_114_ca.jpg,Dog: beagle,5,2,4
samoyed_174.jpg,Dog: samoyed,30,2,20
samoyed_174_am.jpg,Dog: samoyed,30,2,20
samoyed_174_ca.jpg,Dog: samoyed,30,2,20
havanese_11.jpg,Dog: havanese,17,2,11
havanese_11_am.jpg,Dog: havanese,17,2,11
havanese_11_ca.jpg,Dog: havanese,17,2,11
german_shorthaired_15.jpg,Dog: german shorthaired,15,2,9
german_shorthaired_15_am.jpg,Dog: german shorthaired,15,2,9
german_shorthaired_15_ca.jpg,Dog: german shorthaired,15,2,9
newfoundland_110.jpg,Dog: newfoundland,23,2,16
newfoundland_110_am.jpg,Dog: newfoundland,23,2,16
newfoundland_110_ca.jpg,Dog: newfoundland,23,2,16
great_pyrenees_144.jpg,Dog: great pyrenees,16,2,10
great_pyrenees_144_am.jpg,Dog: great pyrenees,16,2,10
great_pyrenees_144_ca.jpg,Dog: great pyrenees,16,2,10
Bengal_45.jpg,Cat: bengal,6,1,2
Bengal_45_am.jpg,Cat: bengal,6,1,2
Bengal_45_ca.jpg,Cat: bengal,6,1,2
great_pyrenees_131.jpg,Dog: great pyrenees,16,2,10
great_pyrenees_131_am.jpg,Dog: great pyrenees,16,2,10
great_pyrenees_131_ca.jpg,Dog: great pyrenees,16,2,10
havanese_169.jpg,Dog: havanese,17,2,11
havanese_169_am.jpg,Dog: havanese,17,2,11
havanese_169_ca.jpg,Dog: havanese,17,2,11
Maine_Coon_151.jpg,Cat: maine coon,21,1,7
Maine_Coon_151_am.jpg,Cat: maine coon,21,1,7
Maine_Coon_151_ca.jpg,Cat: maine coon,21,1,7
german_shorthaired_136.jpg,Dog: german shorthaired,15,2,9
german_shorthaired_136_am.jpg,Dog: german shorthaired,15,2,9
german_shorthaired_136_ca.jpg,Dog: german shorthaired,15,2,9
yorkshire_terrier_4.jpg,Dog: yorkshire terrier,37,2,25
yorkshire_terrier_4_am.jpg,Dog: yorkshire terrier,37,2,25
yorkshire_terrier_4_ca.jpg,Dog: yorkshire terrier,37,2,25
Bengal_104.jpg,Cat: bengal,6,1,2
Bengal_104_am.jpg,Cat: bengal,6,1,2
Bengal_104_ca.jpg,Cat: bengal,6,1,2
Sphynx_134.jpg,Cat: sphynx,34,1,12
Sphynx_134_am.jpg,Cat: sphynx,34,1,12
Sphynx_134_ca.jpg,Cat: sphynx,34,1,12
miniature_pinscher_38.jpg,Dog: miniature pinscher,22,2,15
miniature_pinscher_38_am.jpg,Dog: miniature pinscher,22,2,15
miniature_pinscher_38_ca.jpg,Dog: miniature pinscher,22,2,15
keeshond_81.jpg,Dog: keeshond,19,2,13
keeshond_81_am.jpg,Dog: keeshond,19,2,13
keeshond_81_ca.jpg,Dog: keeshond,19,2,13
Birman_91.jpg,Cat: birman,7,1,3
Birman_91_am.jpg,Cat: birman,7,1,3
Birman_91_ca.jpg,Cat: birman,7,1,3
scottish_terrier_68.jpg,Dog: scottish terrier,31,2,21
scottish_terrier_68_am.jpg,Dog: scottish terrier,31,2,21
scottish_terrier_68_ca.jpg,Dog: scottish terrier,31,2,21
samoyed_139.jpg,Dog: samoyed,30,2,20
samoyed_139_am.jpg,Dog: samoyed,30,2,20
samoyed_139_ca.jpg,Dog: samoyed,30,2,20
english_cocker_spaniel_131.jpg,Dog: english cocker spaniel,13,2,7
english_cocker_spaniel_131_am.jpg,Dog: english cocker spaniel,13,2,7
english_cocker_spaniel_131_ca.jpg,Dog: english cocker spaniel,13,2,7
British_Shorthair_103.jpg,Cat: british shorthair,10,1,5
British_Shorthair_103_am.jpg,Cat: british shorthair,10,1,5
British_Shorthair_103_ca.jpg,Cat: british shorthair,10,1,5
Sphynx_211.jpg,Cat: sphynx,34,1,12
Sphynx_211_am.jpg,Cat: sphynx,34,1,12
Sphynx_211_ca.jpg,Cat: sphynx,34,1,12
great_pyrenees_93.jpg,Dog: great pyrenees,16,2,10
great_pyrenees_93_am.jpg,Dog: great pyrenees,16,2,10
great_pyrenees_93_ca.jpg,Dog: great pyrenees,16,2,10
pug_36.jpg,Dog: pug,26,2,18
